product_id,date,nav,daily_return_pct
INV-연금-0001,2024-07-22,1177.08,5.023
INV-연금-0001,2024-07-24,1172.27,2.166
INV-연금-0001,2024-07-26,1136.18,-0.501
INV-연금-0001,2024-07-30,1170.8,1.333
INV-연금-0001,2024-08-01,1155.58,-0.41
INV-연금-0001,2024-08-05,1209.12,2.311
INV-연금-0001,2024-08-07,1139.78,-2.873
INV-연금-0001,2024-08-09,1165.29,0.083
INV-연금-0001,2024-08-13,1183.33,-1.222
INV-연금-0001,2024-08-15,1180.46,-0.682
INV-연금-0001,2024-08-19,1132.37,-4.082
INV-연금-0001,2024-08-21,1185.16,2.232
INV-연금-0001,2024-08-23,1192.83,-0.416
INV-연금-0001,2024-08-27,1148.24,-4.9
INV-연금-0001,2024-08-29,1185.03,2.736
INV-연금-0001,2024-09-02,1212.39,-1.609
INV-연금-0001,2024-09-04,1228.1,0.503
INV-연금-0001,2024-09-06,1243.73,1.044
INV-연금-0001,2024-09-10,1279.72,-0.619
INV-연금-0001,2024-09-12,1325.01,-0.306
INV-연금-0001,2024-09-16,1356.92,-0.953
INV-연금-0001,2024-09-18,1378.83,2.819
INV-연금-0001,2024-09-20,1333.29,-1.714
INV-연금-0001,2024-09-24,1378.72,-0.369
INV-연금-0001,2024-09-26,1401.5,2.825
INV-연금-0001,2024-09-30,1336.57,-4.255
INV-연금-0001,2024-10-02,1406.19,4.722
INV-연금-0001,2024-10-04,1410.92,2.176
INV-연금-0001,2024-10-08,1326.1,-2.593
INV-연금-0001,2024-10-10,1365.43,0.533
INV-연금-0001,2024-10-14,1428.73,3.211
INV-연금-0001,2024-10-16,1422.27,-0.947
INV-연금-0001,2024-10-18,1349.69,-3.104
INV-연금-0001,2024-10-22,1404.52,1.265
INV-연금-0001,2024-10-24,1412.35,0.634
INV-연금-0001,2024-10-28,1402.09,-2.955
INV-연금-0001,2024-10-30,1478.72,3.24
INV-연금-0001,2024-11-01,1389.3,0.032
INV-연금-0001,2024-11-05,1410.81,0.035
INV-연금-0001,2024-11-07,1344.0,-4.275
INV-연금-0001,2024-11-11,1298.75,-3.586
INV-연금-0001,2024-11-13,1297.79,-3.431
INV-연금-0001,2024-11-15,1330.08,-0.38
INV-연금-0001,2024-11-19,1292.67,-2.753
INV-연금-0001,2024-11-21,1263.06,-2.224
INV-연금-0001,2024-11-25,1271.68,0.456
INV-연금-0001,2024-11-27,1330.82,5.941
INV-연금-0001,2024-11-29,1387.55,4.307
INV-연금-0001,2024-12-03,1405.47,-0.332
INV-연금-0001,2024-12-05,1373.66,-1.621
INV-연금-0001,2024-12-09,1383.09,2.724
INV-연금-0001,2024-12-11,1388.6,0.1
INV-연금-0001,2024-12-13,1397.94,-0.58
INV-연금-0001,2024-12-17,1450.94,1.132
INV-연금-0001,2024-12-19,1424.9,1.316
INV-연금-0001,2024-12-23,1445.38,3.295
INV-연금-0001,2024-12-25,1471.18,2.854
INV-연금-0001,2024-12-27,1419.28,-0.975
INV-펀드-0002,2024-01-02,1089.58,-0.083
INV-펀드-0002,2024-01-04,1117.63,0.744
INV-펀드-0002,2024-01-08,1135.0,1.276
INV-펀드-0002,2024-01-10,1096.85,-1.209
INV-펀드-0002,2024-01-12,1090.94,0.183
INV-펀드-0002,2024-01-16,1078.26,-0.194
INV-펀드-0002,2024-01-18,1087.28,-0.197
INV-펀드-0002,2024-01-22,1069.83,-0.4
INV-펀드-0002,2024-01-24,1060.11,-0.049
INV-펀드-0002,2024-01-26,1051.57,-1.634
INV-펀드-0002,2024-01-30,1052.22,0.945
INV-펀드-0002,2024-02-01,1054.33,1.035
INV-펀드-0002,2024-02-05,1042.93,-0.778
INV-펀드-0002,2024-02-07,1033.51,-0.669
INV-펀드-0002,2024-02-09,1044.27,0.218
INV-펀드-0002,2024-02-13,1032.15,-0.77
INV-펀드-0002,2024-02-15,1010.56,-0.945
INV-펀드-0002,2024-02-19,1009.04,-0.828
INV-펀드-0002,2024-02-21,1010.02,0.551
INV-펀드-0002,2024-02-23,1019.77,1.19
INV-펀드-0002,2024-02-27,1036.72,0.187
INV-펀드-0002,2024-02-29,1059.41,0.935
INV-펀드-0002,2024-03-04,1050.48,0.245
INV-펀드-0002,2024-03-06,1036.16,0.61
INV-펀드-0002,2024-03-08,1043.29,0.379
INV-펀드-0002,2024-03-12,1048.1,0.908
INV-펀드-0002,2024-03-14,1030.47,-1.002
INV-펀드-0002,2024-03-18,1040.11,-0.657
INV-펀드-0002,2024-03-20,1037.49,0.646
INV-펀드-0002,2024-03-22,1040.9,-0.87
INV-펀드-0002,2024-03-26,1038.19,0.6
INV-펀드-0002,2024-03-28,1037.38,0.207
INV-펀드-0002,2024-04-01,1035.84,-0.572
INV-펀드-0002,2024-04-03,1033.77,0.526
INV-펀드-0002,2024-04-05,1027.61,0.527
INV-펀드-0002,2024-04-09,1038.94,0.558
INV-펀드-0002,2024-04-11,1052.41,0.202
INV-펀드-0002,2024-04-15,1060.38,0.034
INV-펀드-0002,2024-04-17,1041.05,-1.287
INV-펀드-0002,2024-04-19,1021.42,-0.318
INV-펀드-0002,2024-04-23,1023.22,0.163
INV-펀드-0002,2024-04-25,1018.74,0.008
INV-펀드-0002,2024-04-29,1023.23,0.358
INV-펀드-0002,2024-05-01,1019.61,0.777
INV-펀드-0002,2024-05-03,1038.88,-0.413
INV-펀드-0002,2024-05-07,1033.11,-1.595
INV-펀드-0002,2024-05-09,1029.43,-0.687
INV-펀드-0002,2024-05-13,1049.0,0.548
INV-펀드-0002,2024-05-15,1061.93,0.902
INV-펀드-0002,2024-05-17,1047.14,0.06
INV-펀드-0002,2024-05-21,1040.82,0.133
INV-펀드-0002,2024-05-23,1049.53,1.968
INV-펀드-0002,2024-05-27,1076.0,1.13
INV-펀드-0002,2024-05-29,1099.06,1.573
INV-펀드-0002,2024-05-31,1110.31,0.2
INV-펀드-0002,2024-06-04,1118.27,-0.328
INV-펀드-0002,2024-06-06,1110.06,-1.154
INV-펀드-0002,2024-06-10,1107.54,-0.11
INV-펀드-0002,2024-06-12,1093.61,0.277
INV-펀드-0002,2024-06-14,1112.43,0.757
INV-펀드-0002,2024-06-18,1116.4,-0.946
INV-펀드-0002,2024-06-20,1107.76,-0.208
INV-펀드-0002,2024-06-24,1108.59,-1.237
INV-펀드-0002,2024-06-26,1094.73,-1.175
INV-펀드-0002,2024-06-28,1104.47,-0.179
INV-펀드-0002,2024-07-02,1113.31,0.692
INV-펀드-0002,2024-07-04,1130.62,1.366
INV-펀드-0002,2024-07-08,1151.83,-0.027
INV-펀드-0002,2024-07-10,1163.46,1.805
INV-펀드-0002,2024-07-12,1132.94,-0.786
INV-펀드-0002,2024-07-16,1132.58,-0.587
INV-펀드-0002,2024-07-18,1114.47,-0.654
INV-펀드-0002,2024-07-22,1121.59,0.189
INV-펀드-0002,2024-07-24,1141.24,2.526
INV-펀드-0002,2024-07-26,1142.18,0.606
INV-펀드-0002,2024-07-30,1144.57,0.247
INV-펀드-0002,2024-08-01,1173.42,0.168
INV-펀드-0002,2024-08-05,1197.79,0.259
INV-펀드-0002,2024-08-07,1187.42,0.974
INV-펀드-0002,2024-08-09,1200.05,1.072
INV-펀드-0002,2024-08-13,1219.12,1.415
INV-펀드-0002,2024-08-15,1202.04,-0.152
INV-펀드-0002,2024-08-19,1197.41,0.494
INV-펀드-0002,2024-08-21,1201.67,-0.255
INV-펀드-0002,2024-08-23,1189.19,-1.43
INV-펀드-0002,2024-08-27,1174.54,0.166
INV-펀드-0002,2024-08-29,1162.26,-0.229
INV-펀드-0002,2024-09-02,1157.66,0.476
INV-펀드-0002,2024-09-04,1124.03,-1.534
INV-펀드-0002,2024-09-06,1061.27,-4.282
INV-펀드-0002,2024-09-10,1066.0,0.901
INV-펀드-0002,2024-09-12,1071.93,1.084
INV-펀드-0002,2024-09-16,1073.98,-0.254
INV-펀드-0002,2024-09-18,1073.52,0.038
INV-펀드-0002,2024-09-20,1096.45,0.896
INV-펀드-0002,2024-09-24,1086.8,-0.809
INV-펀드-0002,2024-09-26,1071.81,-0.635
INV-펀드-0002,2024-09-30,1075.87,1.962
INV-펀드-0002,2024-10-02,1079.04,0.647
INV-펀드-0002,2024-10-04,1076.57,-0.5
INV-펀드-0002,2024-10-08,1069.02,-2.798
INV-펀드-0002,2024-10-10,1076.61,0.219
INV-펀드-0002,2024-10-14,1096.72,1.198
INV-펀드-0002,2024-10-16,1076.07,-2.336
INV-펀드-0002,2024-10-18,1084.46,-0.541
INV-펀드-0002,2024-10-22,1083.26,-0.72
INV-펀드-0002,2024-10-24,1056.23,-0.697
INV-펀드-0002,2024-10-28,1065.88,1.074
INV-펀드-0002,2024-10-30,1091.82,0.099
INV-펀드-0002,2024-11-01,1091.69,0.822
INV-펀드-0002,2024-11-05,1081.85,0.253
INV-펀드-0002,2024-11-07,1076.37,-0.236
INV-펀드-0002,2024-11-11,1051.74,-1.317
INV-펀드-0002,2024-11-13,1013.44,-1.748
INV-펀드-0002,2024-11-15,1020.18,0.774
INV-펀드-0002,2024-11-19,994.72,-1.012
INV-펀드-0002,2024-11-21,991.49,0.9
INV-펀드-0002,2024-11-25,975.94,-1.375
INV-펀드-0002,2024-11-27,950.27,-0.826
INV-펀드-0002,2024-11-29,938.51,-0.606
INV-펀드-0002,2024-12-03,918.31,-0.609
INV-펀드-0002,2024-12-05,937.58,2.001
INV-펀드-0002,2024-12-09,961.67,1.829
INV-펀드-0002,2024-12-11,952.01,0.252
INV-펀드-0002,2024-12-13,944.18,-2.044
INV-펀드-0002,2024-12-17,953.86,1.116
INV-펀드-0002,2024-12-19,964.55,0.679
INV-펀드-0002,2024-12-23,956.6,-0.441
INV-펀드-0002,2024-12-25,938.65,-0.848
INV-펀드-0002,2024-12-27,938.58,-0.649
INV-ET-0003,2024-01-02,1105.93,-1.042
INV-ET-0003,2024-01-04,1129.22,0.993
INV-ET-0003,2024-01-08,1157.76,-2.692
INV-ET-0003,2024-01-10,1157.86,-1.801
INV-ET-0003,2024-01-12,1149.01,-0.307
INV-ET-0003,2024-01-16,1113.92,-0.539
INV-ET-0003,2024-01-18,1126.92,-0.701
INV-ET-0003,2024-01-22,1144.14,-1.237
INV-ET-0003,2024-01-24,1151.87,3.288
INV-ET-0003,2024-01-26,1185.76,0.765
INV-ET-0003,2024-01-30,1164.66,-0.249
INV-ET-0003,2024-02-01,1155.85,-0.175
INV-ET-0003,2024-02-05,1124.99,-1.667
INV-ET-0003,2024-02-07,1143.8,5.728
INV-ET-0003,2024-02-09,1120.58,0.287
INV-ET-0003,2024-02-13,1084.79,-1.167
INV-ET-0003,2024-02-15,1083.75,-0.965
INV-ET-0003,2024-02-19,1066.5,-2.611
INV-ET-0003,2024-02-21,1060.57,0.727
INV-ET-0003,2024-02-23,1051.21,2.617
INV-ET-0003,2024-02-27,1088.13,2.246
INV-ET-0003,2024-02-29,1123.31,4.282
INV-ET-0003,2024-03-04,1174.02,1.793
INV-ET-0003,2024-03-06,1171.01,-2.024
INV-ET-0003,2024-03-08,1197.17,-0.697
INV-ET-0003,2024-03-12,1163.22,-0.395
INV-ET-0003,2024-03-14,1242.05,4.617
INV-ET-0003,2024-03-18,1201.82,-5.042
INV-ET-0003,2024-03-20,1247.47,2.168
INV-ET-0003,2024-03-22,1292.36,1.458
INV-ET-0003,2024-03-26,1314.15,0.931
INV-ET-0003,2024-03-28,1335.41,-0.197
INV-ET-0003,2024-04-01,1346.72,0.79
INV-ET-0003,2024-04-03,1433.46,2.971
INV-ET-0003,2024-04-05,1395.28,-2.86
INV-ET-0003,2024-04-09,1308.47,-2.859
INV-ET-0003,2024-04-11,1321.12,-1.609
INV-ET-0003,2024-04-15,1322.36,-1.478
INV-ET-0003,2024-04-17,1354.83,-3.202
INV-ET-0003,2024-04-19,1293.1,-2.11
INV-ET-0003,2024-04-23,1289.45,0.049
INV-ET-0003,2024-04-25,1224.24,-2.254
INV-ET-0003,2024-04-29,1168.54,-1.827
INV-ET-0003,2024-05-01,1160.51,0.49
INV-ET-0003,2024-05-03,1158.41,0.246
INV-ET-0003,2024-05-07,1156.71,-1.489
INV-ET-0003,2024-05-09,1171.72,-0.19
INV-ET-0003,2024-05-13,1125.48,-2.939
INV-ET-0003,2024-05-15,1123.94,-1.082
INV-ET-0003,2024-05-17,1094.97,1.853
INV-ET-0003,2024-05-21,1107.71,5.135
INV-ET-0003,2024-05-23,1082.86,-3.66
INV-ET-0003,2024-05-27,1075.24,-0.559
INV-ET-0003,2024-05-29,1018.15,-0.873
INV-ET-0003,2024-05-31,1026.51,0.496
INV-ET-0003,2024-06-04,1009.81,-2.624
INV-ET-0003,2024-06-06,1016.16,-0.324
INV-ET-0003,2024-06-10,1034.33,2.974
INV-ET-0003,2024-06-12,1029.12,-1.36
INV-ET-0003,2024-06-14,1049.82,2.689
INV-ET-0003,2024-06-18,1044.67,0.203
INV-ET-0003,2024-06-20,1041.45,0.904
INV-ET-0003,2024-06-24,1029.55,0.972
INV-ET-0003,2024-06-26,999.47,-1.86
INV-ET-0003,2024-06-28,1041.64,-0.105
INV-ET-0003,2024-07-02,1019.02,-2.653
INV-ET-0003,2024-07-04,988.73,-1.916
INV-ET-0003,2024-07-08,1018.36,-0.375
INV-ET-0003,2024-07-10,995.11,-1.661
INV-ET-0003,2024-07-12,956.09,-5.432
INV-ET-0003,2024-07-16,947.17,0.064
INV-ET-0003,2024-07-18,941.98,-4.275
INV-ET-0003,2024-07-22,1028.87,4.064
INV-ET-0003,2024-07-24,1028.04,1.432
INV-ET-0003,2024-07-26,1047.12,-1.585
INV-ET-0003,2024-07-30,1032.04,2.204
INV-ET-0003,2024-08-01,1018.84,2.084
INV-ET-0003,2024-08-05,1038.14,-0.942
INV-ET-0003,2024-08-07,1084.3,4.166
INV-ET-0003,2024-08-09,1104.66,1.944
INV-ET-0003,2024-08-13,1076.11,0.261
INV-ET-0003,2024-08-15,1144.11,4.535
INV-ET-0003,2024-08-19,1102.52,-1.019
INV-ET-0003,2024-08-21,1108.71,0.889
INV-ET-0003,2024-08-23,1101.16,-1.399
INV-ET-0003,2024-08-27,1132.59,0.589
INV-ET-0003,2024-08-29,1097.08,-2.615
INV-ET-0003,2024-09-02,1154.01,2.602
INV-ET-0003,2024-09-04,1146.78,0.968
INV-ET-0003,2024-09-06,1075.53,-5.65
INV-ET-0003,2024-09-10,1026.66,-0.907
INV-ET-0003,2024-09-12,1054.17,1.069
INV-ET-0003,2024-09-16,1057.35,0.008
INV-ET-0003,2024-09-18,1066.02,3.043
INV-ET-0003,2024-09-20,1025.74,-4.223
INV-ET-0003,2024-09-24,995.08,-2.904
INV-ET-0003,2024-09-26,984.2,-2.249
INV-ET-0003,2024-09-30,1003.94,1.0
INV-ET-0003,2024-10-02,1050.5,5.85
INV-ET-0003,2024-10-04,1028.22,0.062
INV-ET-0003,2024-10-08,1107.97,2.681
INV-ET-0003,2024-10-10,1041.82,-2.102
INV-ET-0003,2024-10-14,1021.27,0.164
INV-ET-0003,2024-10-16,1075.94,2.852
INV-ET-0003,2024-10-18,1061.97,0.74
INV-ET-0003,2024-10-22,1108.45,1.364
INV-ET-0003,2024-10-24,1124.79,3.275
INV-ET-0003,2024-10-28,1123.24,-2.65
INV-ET-0003,2024-10-30,1155.6,2.062
INV-ET-0003,2024-11-01,1187.05,3.325
INV-ET-0003,2024-11-05,1194.03,0.323
INV-ET-0003,2024-11-07,1277.94,3.21
INV-ET-0003,2024-11-11,1288.84,-1.744
INV-ET-0003,2024-11-13,1284.99,-1.371
INV-ET-0003,2024-11-15,1263.13,-4.193
INV-ET-0003,2024-11-19,1250.11,-2.194
INV-ET-0003,2024-11-21,1195.2,-1.991
INV-ET-0003,2024-11-25,1213.53,-2.304
INV-ET-0003,2024-11-27,1224.64,-0.964
INV-ET-0003,2024-11-29,1287.03,1.987
INV-ET-0003,2024-12-03,1274.02,0.604
INV-ET-0003,2024-12-05,1268.01,-3.38
INV-ET-0003,2024-12-09,1303.8,3.417
INV-ET-0003,2024-12-11,1337.65,0.992
INV-ET-0003,2024-12-13,1300.41,2.631
INV-ET-0003,2024-12-17,1369.72,0.323
INV-ET-0003,2024-12-19,1382.63,-2.283
INV-ET-0003,2024-12-23,1406.59,1.053
INV-ET-0003,2024-12-25,1513.93,7.673
INV-ET-0003,2024-12-27,1493.95,-0.941
INV-연금-0004,2024-01-02,913.81,-0.068
INV-연금-0004,2024-01-04,883.14,-1.912
INV-연금-0004,2024-01-08,878.4,2.105
INV-연금-0004,2024-01-10,859.05,-0.871
INV-연금-0004,2024-01-12,858.55,0.709
INV-연금-0004,2024-01-16,861.92,0.723
INV-연금-0004,2024-01-18,831.83,-0.856
INV-연금-0004,2024-01-22,796.01,-1.55
INV-연금-0004,2024-01-24,782.56,-0.755
INV-연금-0004,2024-01-26,755.04,-2.653
INV-연금-0004,2024-01-30,723.98,-0.657
INV-연금-0004,2024-02-01,703.98,0.21
INV-연금-0004,2024-02-05,696.06,1.51
INV-연금-0004,2024-02-07,668.52,-2.058
INV-연금-0004,2024-02-09,679.3,-1.157
INV-연금-0004,2024-02-13,691.94,0.286
INV-연금-0004,2024-02-15,698.3,0.907
INV-연금-0004,2024-02-19,702.85,1.85
INV-연금-0004,2024-02-21,699.5,-0.891
INV-연금-0004,2024-02-23,707.08,0.091
INV-연금-0004,2024-02-27,702.66,0.763
INV-연금-0004,2024-02-29,705.37,0.095
INV-연금-0004,2024-03-04,693.0,0.827
INV-연금-0004,2024-03-06,692.55,-0.558
INV-연금-0004,2024-03-08,670.85,-0.882
INV-연금-0004,2024-03-12,661.59,-2.321
INV-연금-0004,2024-03-14,664.03,0.089
INV-연금-0004,2024-03-18,678.55,-2.418
INV-연금-0004,2024-03-20,684.48,-0.483
INV-연금-0004,2024-03-22,692.3,0.926
INV-연금-0004,2024-03-26,682.77,-0.699
INV-연금-0004,2024-03-28,708.02,3.828
INV-연금-0004,2024-04-01,752.29,0.935
INV-연금-0004,2024-04-03,753.57,-2.491
INV-연금-0004,2024-04-05,750.21,-0.53
INV-연금-0004,2024-04-09,756.76,2.165
INV-연금-0004,2024-04-11,728.72,-1.476
INV-연금-0004,2024-04-15,715.37,-0.087
INV-연금-0004,2024-04-17,706.49,-0.287
INV-연금-0004,2024-04-19,710.34,1.028
INV-연금-0004,2024-04-23,710.36,1.766
INV-연금-0004,2024-04-25,709.78,0.621
INV-연금-0004,2024-04-29,693.52,0.666
INV-연금-0004,2024-05-01,667.3,-3.456
INV-연금-0004,2024-05-03,666.12,-2.213
INV-연금-0004,2024-05-07,657.97,0.863
INV-연금-0004,2024-05-09,644.87,-0.594
INV-연금-0004,2024-05-13,640.08,0.818
INV-연금-0004,2024-05-15,620.01,-2.054
INV-연금-0004,2024-05-17,640.75,0.64
INV-연금-0004,2024-05-21,640.92,-1.12
INV-연금-0004,2024-05-23,652.49,-1.531
INV-연금-0004,2024-05-27,654.09,0.255
INV-연금-0004,2024-05-29,639.48,-0.941
INV-연금-0004,2024-05-31,650.9,0.607
INV-연금-0004,2024-06-04,634.26,0.563
INV-연금-0004,2024-06-06,655.13,1.851
INV-연금-0004,2024-06-10,656.58,0.173
INV-연금-0004,2024-06-12,633.0,-0.695
INV-연금-0004,2024-06-14,643.54,1.659
INV-연금-0004,2024-06-18,664.24,2.289
INV-연금-0004,2024-06-20,662.85,0.915
INV-연금-0004,2024-06-24,632.5,-2.16
INV-연금-0004,2024-06-26,659.38,3.564
INV-연금-0004,2024-06-28,638.69,-2.62
INV-연금-0004,2024-07-02,649.61,1.13
INV-연금-0004,2024-07-04,643.74,-0.736
INV-연금-0004,2024-07-08,644.65,-1.007
INV-연금-0004,2024-07-10,662.71,2.757
INV-연금-0004,2024-07-12,665.62,-0.277
INV-연금-0004,2024-07-16,651.47,-0.968
INV-연금-0004,2024-07-18,651.86,-0.111
INV-연금-0004,2024-07-22,639.91,-2.263
INV-연금-0004,2024-07-24,643.39,-0.326
INV-연금-0004,2024-07-26,641.19,-0.982
INV-연금-0004,2024-07-30,644.08,-0.683
INV-연금-0004,2024-08-01,632.93,-1.844
INV-연금-0004,2024-08-05,639.83,1.473
INV-연금-0004,2024-08-07,630.77,0.408
INV-연금-0004,2024-08-09,609.57,-3.451
INV-연금-0004,2024-08-13,613.1,-0.717
INV-연금-0004,2024-08-15,608.78,1.524
INV-연금-0004,2024-08-19,607.85,-1.743
INV-연금-0004,2024-08-21,582.41,-2.674
INV-연금-0004,2024-08-23,592.37,0.556
INV-연금-0004,2024-08-27,584.34,-0.005
INV-연금-0004,2024-08-29,595.43,-0.137
INV-연금-0004,2024-09-02,586.88,1.053
INV-연금-0004,2024-09-04,593.35,1.038
INV-연금-0004,2024-09-06,585.59,0.045
INV-연금-0004,2024-09-10,584.5,-0.948
INV-연금-0004,2024-09-12,586.75,0.305
INV-연금-0004,2024-09-16,597.0,0.226
INV-연금-0004,2024-09-18,583.45,1.033
INV-연금-0004,2024-09-20,581.91,-1.563
INV-연금-0004,2024-09-24,590.03,-1.492
INV-연금-0004,2024-09-26,592.47,0.72
INV-연금-0004,2024-09-30,581.23,-1.356
INV-연금-0004,2024-10-02,580.8,0.102
INV-연금-0004,2024-10-04,585.78,-0.752
INV-연금-0004,2024-10-08,579.27,-1.62
INV-연금-0004,2024-10-10,580.95,0.856
INV-연금-0004,2024-10-14,591.16,1.901
INV-연금-0004,2024-10-16,570.66,-1.024
INV-연금-0004,2024-10-18,592.98,3.389
INV-연금-0004,2024-10-22,575.39,-3.239
INV-연금-0004,2024-10-24,584.8,1.527
INV-연금-0004,2024-10-28,568.68,-2.274
INV-연금-0004,2024-10-30,567.49,-1.317
INV-연금-0004,2024-11-01,582.47,1.698
INV-연금-0004,2024-11-05,580.5,-1.158
INV-연금-0004,2024-11-07,578.22,1.705
INV-연금-0004,2024-11-11,596.33,1.448
INV-연금-0004,2024-11-13,585.15,0.426
INV-연금-0004,2024-11-15,580.06,-0.79
INV-연금-0004,2024-11-19,599.12,2.025
INV-연금-0004,2024-11-21,582.83,-1.547
INV-연금-0004,2024-11-25,577.59,-0.897
INV-연금-0004,2024-11-27,596.77,2.385
INV-연금-0004,2024-11-29,594.63,0.536
INV-연금-0004,2024-12-03,614.48,1.747
INV-연금-0004,2024-12-05,613.9,0.858
INV-연금-0004,2024-12-09,568.87,-3.17
INV-연금-0004,2024-12-11,571.19,-1.128
INV-연금-0004,2024-12-13,576.19,-0.118
INV-연금-0004,2024-12-17,582.17,-0.226
INV-연금-0004,2024-12-19,560.65,-0.654
INV-연금-0004,2024-12-23,575.57,0.259
INV-연금-0004,2024-12-25,589.59,1.121
INV-연금-0004,2024-12-27,580.88,-0.557
INV-ET-0005,2024-01-02,1444.37,-0.963
INV-ET-0005,2024-01-04,1443.6,-1.954
INV-ET-0005,2024-01-08,1444.34,-2.551
INV-ET-0005,2024-01-10,1420.74,0.282
INV-ET-0005,2024-01-12,1395.07,-1.07
INV-ET-0005,2024-01-16,1363.85,1.216
INV-ET-0005,2024-01-18,1429.51,4.69
INV-ET-0005,2024-01-22,1437.99,-0.098
INV-ET-0005,2024-01-24,1490.41,0.613
INV-ET-0005,2024-01-26,1458.94,-2.951
INV-ET-0005,2024-01-30,1443.85,0.722
INV-ET-0005,2024-02-01,1447.68,0.562
INV-ET-0005,2024-02-05,1452.17,1.181
INV-ET-0005,2024-02-07,1485.51,2.447
INV-ET-0005,2024-02-09,1502.33,-1.404
INV-ET-0005,2024-02-13,1536.52,1.647
INV-ET-0005,2024-02-15,1557.9,-0.032
INV-ET-0005,2024-02-19,1543.98,-1.415
INV-ET-0005,2024-02-21,1578.04,1.458
INV-ET-0005,2024-02-23,1547.61,-0.5
INV-ET-0005,2024-02-27,1549.79,-0.559
INV-ET-0005,2024-02-29,1534.6,-1.033
INV-ET-0005,2024-03-04,1515.03,-1.349
INV-ET-0005,2024-03-06,1507.45,0.322
INV-ET-0005,2024-03-08,1540.88,1.33
INV-ET-0005,2024-03-12,1552.49,1.664
INV-ET-0005,2024-03-14,1521.89,1.367
INV-ET-0005,2024-03-18,1525.21,-0.096
